tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,isnegative,ispositive
567776364351074304,1,0.6906,,0.0,4,,htmella,,0,@USAirways please please please let my plane back to the gate so I can get off as I will miss connection due to CLT closing. 2034,,2015-02-17 12:03:28 -0800,"Washington, DC",Quito,0,0
569873019499192320,1,0.6767,,,1,,ScottBerry18,,0,@united Thank you for your response!,,2015-02-23 06:54:50 -0800,"Albuquerque, New Mexico",Arizona,0,0
568194744574214144,1,1.0,,,1,,MikeFromRBLX,,0,"@united Alright, thank you. Is there a page that says the routes you have for each aircraft? Specifically the 787.",,2015-02-18 15:45:58 -0800,roblox.com,Eastern Time (US & Canada),0,0
568654300802473985,1,0.6267,,,1,,bren8oh8,,0,@united thanks.  Not tonight it would seem. http://t.co/WNdcEO5QlK,"[40.7697595, -111.974937]",2015-02-19 22:12:05 -0800,SoCal is where my mind stays,,0,0
569197515993534464,1,1.0,,,0,,eric_t_lee,,0,@virginamerica spruce moose!,,2015-02-21 10:10:37 -0800,Brooklyn,Eastern Time (US & Canada),0,0
567867090729861120,1,1.0,,,4,,OiadaIntl,,0,@USAirways @erickofiejones how long are billing cycles,,2015-02-17 18:03:59 -0800,,,0,0
569691438784647168,1,1.0,,,4,,EricYutzy,,0,@USAirways follow/dm please,,2015-02-22 18:53:18 -0800,,Indiana (East),0,0
568884379600224258,1,0.6457,,,3,,alixpeabody,,0,"@jetblue captain ""takes as lot of muscles to frown but JUST A FEW TO SMILE. Y'all ready to go flyin?"" I mean... Now I am!",,2015-02-20 13:26:20 -0800,"San Francisco, CA",Pacific Time (US & Canada),0,0
568356849189150721,1,0.6923,,0.0,4,,TomFutureforall,,0,@USAirways I received a brochure in the mail touting all the benefits of the advantage card with usa now merged...baggage included,,2015-02-19 02:30:07 -0800,,,0,0
567826599270416385,1,1.0,,,3,,brandongutman,,0,@JetBlue Hi! Does my upcoming flight 2168 from West Palm to HPN have Fly-Fi?,,2015-02-17 15:23:05 -0800,"New York, NY",Eastern Time (US & Canada),0,0
570040162840907776,1,0.6696,,0.0,2,,Aubrey__Cyr,,0,@SouthwestAir how much is ur wifi fam,,2015-02-23 17:59:00 -0800,CT,,0,0
570180010125864960,1,1.0,,,5,,CamaroGuySteve,,0,"@AmericanAir Embassy Suites
13341 Woodland Park Drive
Herndon, Virginia, 20171 
US 
+1-703-464-0200",,2015-02-24 03:14:42 -0800,,,0,0
568535405361913857,1,0.6495,,0.0,3,,Peaches275,,0,@JetBlue Hi. How do I claim points on a 1800-flowers order after I purchased? I totally forgot to put in the promo code.,,2015-02-19 14:19:38 -0800,New Jet City,Central Time (US & Canada),0,0
569767266075742208,1,1.0,,,1,,KennedyJonesTHO,,0,@united can you help me add my KTN to this reservation PLZ?,,2015-02-22 23:54:36 -0800,Los Angeles,Arizona,0,0
569087442092826624,1,1.0,,,3,,mutantgatto,,0,@JetBlue by any chance do u offer fresh guacamole on your flights,,2015-02-21 02:53:13 -0800,ravioli,Eastern Time (US & Canada),0,0
568920546043408385,1,1.0,,,3,,Laneit360,,0,"@JetBlue question, flying for the 1st time with my 16mont old son...do I need to bring anything for him? Birth certificate/S.S. card etc?",,2015-02-20 15:50:02 -0800,Here & There,Eastern Time (US & Canada),0,0
569961511440879616,1,1.0,,,3,,Kameo_12,,0,“@JetBlue: Our fleet's on fleek. http://t.co/XX5QSCjlL1” @BrandsSayingBae #Freberg15,,2015-02-23 12:46:28 -0800,"Cadiz/Louisville, Kentucky",Mountain Time (US & Canada),0,0
568466895554408448,1,0.6714,,0.0,1,,PaulBEsteves,,0,"@united Death in the family cannot make flight tomorrow. Phone rep quoted $440 per person fee, which is almost the cost of ticket. Help?",,2015-02-19 09:47:24 -0800,Brooklyn,Eastern Time (US & Canada),0,0
569226157901684736,1,0.6917,,0.0,2,,YahooSchwab,,0,@SouthwestAir I actually could use a slight tweak to my return - not leaving here now til Monday -any way I can skip calling for that?,,2015-02-21 12:04:26 -0800,Denver,Mountain Time (US & Canada),0,0
567780486978609152,1,0.6377,,,3,,ToriThatMexican,,0,@JetBlue I applied for a job at PDW where could I go for follow up. I'd really love the job #ilovejetblue,"[46.16788404, -122.96673513]",2015-02-17 12:19:51 -0800,pnw,Arizona,0,0
570106249024446464,1,0.6759999999999999,,0.0,1,,fairplay500,,0,"@united I send you an urgent message via eservice@united.com.  BG0KWM   Narayanan. Please respond ASAP. Also, NO local United Tel # @ KUL","[0.0, 0.0]",2015-02-23 22:21:36 -0800,Huntsville AL USA,Central Time (US & Canada),0,0
568056811401703424,1,0.6742,,,2,,scatignani,,0,@SouthwestAir Finally got me home #BNASnow,,2015-02-18 06:37:52 -0800,Nashville Tennessee,Eastern Time (US & Canada),0,0
569228412159721473,1,0.6669,,0.0,3,,BernardLeCroix,,0,@JetBlue I have an email that says I have to sign on to the travel bank?  How do I that?,,2015-02-21 12:13:23 -0800,"Providence, RI",Eastern Time (US & Canada),0,0
568463707795095552,1,1.0,,,1,,TheBIGCafeteria,,0,@united I'm a UA 1k. I think it's @iamtedking who was looking for help,,2015-02-19 09:34:44 -0800,"LA | SF | Bicycle | 38,000'",Pacific Time (US & Canada),0,0
568810642523725824,1,1.0,,,2,,CiaoBambino,,0,@SouthwestAir what number can we use to all from outside the US? Thx,,2015-02-20 08:33:19 -0800,Everywhere,Pacific Time (US & Canada),0,0
568806985505726464,1,0.6709,,0.0,3,,MichelleAntunez,,0,@JetBlue that's what we've been told however how would this work if you're going overseas? Bottom line is passengers feel as if there's (1),,2015-02-20 08:18:47 -0800,"Miami,Florida",Central Time (US & Canada),0,0
568385950486802432,1,0.6832,,,2,,a_lichtenfels,,0,@SouthwestAir I think me and my group could use some nice cold drinks once we get in the air...we are all over 21 😜😎,,2015-02-19 04:25:45 -0800,,,0,0
568427566916345856,1,0.7039,,0.0,2,,jlittle100,,0,@SouthwestAir Please bring back RDU to FLL direct route!  I noticed it is missing starting in Late Flight August!  The flights are always packed!,,2015-02-19 07:11:07 -0800,,,0,0
569495331399995392,1,1.0,,,2,,Dricetea,,0,@SouthwestAir i forgot to put my tsa pre number in before I checked in. It is now in my profile but will it be on my boarding pass in the am,,2015-02-22 05:54:02 -0800,,,0,0
567765893355417601,1,0.6659,,0.0,4,,zachupton,,0,@USAirways unfortunately not. I think I watched it take off from the bus. Rebooked for a Late Flightr flight now #planestrainsandautomobiles,,2015-02-17 11:21:52 -0800,Beavercreek Ohio,,0,0
569714003653431296,1,0.6719,,0.0,5,,TinaHovsepian,,0,@AmericanAir done. I hope you can offer something.,,2015-02-22 20:22:57 -0800,North Hollywood,,0,0
567868027376517121,1,1.0,,,3,,PaulRivera88,,0,@JetBlue yep it's for tomorrow.,,2015-02-17 18:07:42 -0800,,Eastern Time (US & Canada),0,0
569934395865493504,1,1.0,,,0,,kyle_romanoff,,0,@VirginAmerica what happened to Doom?!,,2015-02-23 10:58:43 -0800,,,0,0
568846754701058048,1,1.0,,,4,,wclsc59,,0,@USAirways me and my wife will be flying out of atlanta to vegas on March 7th since couldn't get any out of tricities here in Tn,,2015-02-20 10:56:49 -0800,johnson city tn,,0,0
567785752751505412,1,1.0,,,3,,janj757,,0,@JetBlue what is the name of this tailfin? http://t.co/qxV45MV0Ug,,2015-02-17 12:40:47 -0800,North Carolina,Eastern Time (US & Canada),0,0
570220053142097920,1,0.6773,,0.0,5,,oobunillaoo,,0,@AmericanAir we're all being told by emergency services to stay home for the next 24-48 hours.,,2015-02-24 05:53:49 -0800,usa::fr::uk,London,0,0
568266994069295105,1,1.0,,,2,,KDFSmith,,0,@SouthwestAir only 1 guest needs to change a flight on a reservation of 2. How can I do it? I NEED this to happen. Say it can...Please help!,,2015-02-18 20:33:03 -0800,United States,Central Time (US & Canada),0,0
569606093393010688,1,1.0,,,5,,mareyes15,,0,@AmericanAir are flights from Columbus Ohio to Dallas Texas Cancelled Flighted?,,2015-02-22 13:14:10 -0800,,Eastern Time (US & Canada),0,0
567848107456749569,1,1.0,,,4,,mintzrandy,,0,@USAirways and if the flight is full?,,2015-02-17 16:48:33 -0800,Philadelphia Suburbs,Eastern Time (US & Canada),0,0
569821519116955650,1,0.6591,,0.0,5,,melaine_cre,,0,"@AmericanAir Hello ! I cannot register for my tomorrow flight from Paris to Las Vegas ""This feature is currently unavailable"" appears ?",,2015-02-23 03:30:11 -0800,Saint Maur des Fossés,Paris,0,0
569159333499576320,1,0.6644,,0.0,1,,hannahhappie,,0,@united any last minute flight deals for your cute little #frequentflyer ??? :)))) my Friday flight was Cancelled Flightled!!,,2015-02-21 07:38:54 -0800,Upper East Side,Central Time (US & Canada),0,0
569628499549548545,1,0.6733,,,1,,joelrwilliams1,,0,@united used to (still do?) let you listen to flight radio...I often did...interesting to me #TCMParty #CE3K #31DaysOfOscar,,2015-02-22 14:43:12 -0800,"Greensboro, NC",Eastern Time (US & Canada),0,0
568937199145783297,1,1.0,,,2,,stacymichael14,,0,@SouthwestAir  traveling 2bwi nMaryland 2morrw any chance the flight being Cancelled Flightled to inclement weather? Any chance can get earlier flight,,2015-02-20 16:56:13 -0800,,,0,0
569982307634794497,1,0.6814,,0.0,0,,1stcrown,,0,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,,2015-02-23 14:09:06 -0800,USA,Central Time (US & Canada),0,0
569988849608364032,1,1.0,,,5,,jckaufman,,0,@AmericanAir You guys are the talk of the Americans down here in Ecuador! Read this! https://t.co/5ON3KlzVMT,,2015-02-23 14:35:06 -0800,"Cuenca, Azuay, Ecuador",Central Time (US & Canada),0,0
569559149933142016,1,1.0,,,4,,GiraffeYang,,0,@USAirways @USAirways I used my AAdvantage Number connected to the USAirways when I booked tickets for friends. Will it benefit my account?,,2015-02-22 10:07:37 -0800,,Beijing,0,0
569518412550033408,1,1.0,,,2,,naters88,,0,@SouthwestAir when are you starting routes to #Hawaii and #Canada?,,2015-02-22 07:25:45 -0800,columbus,,0,0
569679850773958657,1,0.6056,,0.0,2,,MsNamri,,0,@SouthwestAir I have a child traveling cross country...she's 11 will be turning 12 in march...and (cont) http://t.co/Enh1keUUTd,,2015-02-22 18:07:15 -0800,"Las Vegas, NV",Pacific Time (US & Canada),0,0
567813515353804801,1,0.6535,,,3,,heatherdopson,,0,"@JetBlue That's right! :) Game, set, match.",,2015-02-17 14:31:06 -0800,Jetsetter ✈,,0,0
568248151368269824,1,0.6543,,0.0,4,,bobbyisaacson,,0,@USAirways will I get the full amount credited to my account for US Airways credit?,,2015-02-18 19:18:11 -0800,"San Francisco, CA",Pacific Time (US & Canada),0,0
569298712247312384,1,0.6814,,0.0,1,,gwen1013,,0,@united hoping to get out earlier than 2/23 (only phone option) or assistance with hotel.,,2015-02-21 16:52:44 -0800,"New Haven, CT",,0,0
568632394929958912,1,0.6354,,,0,,SoleXclusive415,,0,@VirginAmerica momma I made it! 😁😁😁,,2015-02-19 20:45:02 -0800,Bay Area,,0,0
569617064375271424,1,1.0,,,1,,BUlizard,,0,@united I'll be calling tomorrow,,2015-02-22 13:57:45 -0800,,,0,0
568527922576777216,1,0.3658,,0.0,3,,SaraNettesheim,,0,@JetBlue excited for my first flight w/ you today! It's delayed though- can you give me the 411? Flight number 989 from Boston to DC,,2015-02-19 13:49:54 -0800,Boston College,,0,0
570190092213465089,1,1.0,,,2,,emayteeteej,,0,"@SouthwestAir quick question - i bought wifi for my phone, do I have to buy it again on my tablet? I have 9 hours left on my trip",,2015-02-24 03:54:46 -0800,"Hopatcong, NJ",,0,0
568762267493249024,1,1.0,,,3,,BritishAirNews,,0,@JetBlue's CEO battles to appease passengers and Wall Street - @TheVDT http://t.co/VD0tLomtwu,,2015-02-20 05:21:06 -0800,UK,Sydney,0,0
569678919307280384,1,1.0,,,4,,elias02,,0,@USAirways do you have an email??,,2015-02-22 18:03:33 -0800,,Quito,0,0
567801567630618624,1,0.6664,,0.0,3,,thereal_SNL,,0,@JetBlue is bag check cut off 30 minutes before the original departure time or the estimated time shown online?,,2015-02-17 13:43:37 -0800,District of Columbia,Eastern Time (US & Canada),0,0
569939265154617344,1,1.0,,,3,,RascoePattie,,0,@JetBlue which type plane is flt 1065 from bos to rsw?,,2015-02-23 11:18:04 -0800,,,0,0
569665019899572226,1,1.0,,,2,,T_Smooth87,,0,@SouthwestAir Can I get any help with Cancelled Flighting my flight reservation?,,2015-02-22 17:08:19 -0800,Fayette County/Oakland #901,Central Time (US & Canada),0,0
570064381410734080,1,1.0,,,2,,MastoBabii,,0,@SouthwestAir reference #: 261093929756,,2015-02-23 19:35:14 -0800,,,0,0
568894256070287360,1,1.0,,,1,,jayfalck,,0,"@united FYI, went through this on similar flight last week.",,2015-02-20 14:05:34 -0800,"Austin, TX",Central Time (US & Canada),0,0
570297970891075584,1,1.0,,,1,,rissels,,0,@united Just submitted my response on the link you sent.,,2015-02-24 11:03:26 -0800,,Central Time (US & Canada),0,0
569230445654740992,1,0.6517,,0.0,3,,BernardLeCroix,,0,@JetBlue I clear that folder regularly and JetBlue is white listed so it never got to me.,,2015-02-21 12:21:28 -0800,"Providence, RI",Eastern Time (US & Canada),0,0
569275566077165568,1,1.0,,,1,,SallyM0nster,,0,"@united hey, I missed my outbound flight - can I still use my return ticket?",,2015-02-21 15:20:46 -0800,Muswell Hill,London,0,0
568437385844924416,1,1.0,,,2,,JuliaMooch1,,0,@SouthwestAir is there any chance I could get tickets to the #DestinationDragons show in Vegas? Ive been a huge fan for years! Pretty please,,2015-02-19 07:50:08 -0800,Boston,Eastern Time (US & Canada),0,0
567807278964023296,1,1.0,,,0,,mattejacob,,0,@VirginAmerica you got cheese pLate Flights too.,"[40.78986648, -73.10068286]",2015-02-17 14:06:19 -0800,New York x Long Island,Central Time (US & Canada),0,0
569146084632760320,1,1.0,,,3,,joespurr,,0,"@JetBlue may I check my 17-month-old child's fold-up crib for free on my flight tomorrow, similar to your policy for infant car seats?",,2015-02-21 06:46:15 -0800,"Cambridge, MA",Eastern Time (US & Canada),0,0
568458701046050816,1,0.6507,,0.0,1,,ellieINchicago,,0,@united you need to follow me I order for me to DM....,"[34.06979432, -117.57757056]",2015-02-19 09:14:50 -0800,"Chicago, IL",Central Time (US & Canada),0,0
569950348908982273,1,0.3636,,0.0,3,,chamonille,,0,“@JetBlue: Our fleet's on fleek. http://t.co/Q16Xvwg0L6” .... I have to refrain what I want to say,,2015-02-23 12:02:07 -0800,THE ROCK - hive,Alaska,0,0
568149287948967936,1,1.0,,,2,,alexandrea_h,,0,@SouthwestAir I'm not sure I did the messaging part right. Please let me know if you received it.,"[27.9344812, -82.47401175]",2015-02-18 12:45:20 -0800,"tampa, fl",Eastern Time (US & Canada),0,0
568052343922507776,1,0.65,,,2,,hchou,,0,@SouthwestAir Thanks I just sent a DM with this info.,,2015-02-18 06:20:07 -0800,"Seattle, WA",Pacific Time (US & Canada),0,0
570250252382416896,1,1.0,,,2,,kdtwill,,0,@SouthwestAir traditionally used sledge hammer - low $ taking share from driving | now scalpel approach through data science  #ANAmarketers,,2015-02-24 07:53:49 -0800,"Austin, Texas",,0,0
569373743698591744,1,1.0,,,1,,billqamz,,0,@united Can I get a follow? I fly with you for Christmas.,,2015-02-21 21:50:53 -0800,East Coast,,0,0
568830255282040832,1,1.0,,,2,,leavenodoubt131,,0,@SouthwestAir  I will dm you now,,2015-02-20 09:51:15 -0800,,Tijuana,0,0
570245656972894208,1,0.6396,,0.0,2,,skiiim21,,0,@SouthwestAir is there a resource to check delays/Cancelled Flightlations out of Love Field? Flying out tomorrow am and stressed about weather! ❄️,,2015-02-24 07:35:33 -0800,Dallas ,Central Time (US & Canada),0,0
568103618500530176,1,1.0,,,1,,willyvideo,,0,@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf,"[37.62006843, -122.38822083]",2015-02-18 09:43:52 -0800,,Pacific Time (US & Canada),0,0
568133255410671617,1,0.6701,,0.0,1,,Boruch_1,,0,@united @ShulemStern @gg8929 Raise a dispute with your cc provider and they will hopefully clear it for you.,,2015-02-18 11:41:38 -0800,,London,0,0
568606704566439936,1,1.0,,,4,,Allisonjones704,,0,"@USAirways but it's not their fault, because their policy says they at least got us to our destination. Really?",,2015-02-19 19:02:57 -0800,,,0,0
568182492055912449,1,1.0,,,2,,livvyports16,,1,@SouthwestAir do you have any info about when #DestinationDragons winners will be announced? me &amp; my best friend are hoping to win. thanks!,,2015-02-18 14:57:17 -0800,,,0,0
569941314713726976,1,0.6525,,,3,,Youdownwith_LNV,,0,😩😩😩 “@JetBlue: Our fleet's on fleek. http://t.co/46am1BSi2G”,,2015-02-23 11:26:13 -0800,Philly,Eastern Time (US & Canada),0,0
570032010145607680,1,0.6804,,0.0,5,,msofka,,0,@AmericanAir @jokerunning this happened to me too!!!,,2015-02-23 17:26:36 -0800,"Cleveland, OH",Central Time (US & Canada),0,0
569992825997279232,1,1.0,,,2,,SharArnold,,0,@SouthwestAir any deals to orlando in April/may??,"[41.52066893, -81.21118788]",2015-02-23 14:50:54 -0800,,,0,0
568101393111891968,1,0.6559,,0.0,0,,PlantFoodDude,,0,"@VirginAmerica - can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?",,2015-02-18 09:35:01 -0800, NJ USA,Eastern Time (US & Canada),0,0
568937604328108032,1,1.0,,,4,,chrisseifert83,,0,@USAirways @AmericanAir are u paying incedentals? #noworstairline,,2015-02-20 16:57:49 -0800,"Stamford, Ct",Eastern Time (US & Canada),0,0
569843142830071808,1,0.6458,,,4,,PeterPiatetsky,,0,@USAirways thank you for the apology,,2015-02-23 04:56:07 -0800,Nebraska,Eastern Time (US & Canada),0,0
570202204281425920,1,0.6667,,0.0,5,,ToxicLayge,,0,@AmericanAir  Yes I do bit you don't follow me so I can't DM you,,2015-02-24 04:42:54 -0800,,London,0,0
570021223482191873,1,1.0,,,3,,babasnooker,,0,"@JetBlue When chging flight, isit possible to pay the fare difference in dollars when the ticket was bought completely via point redemption?",,2015-02-23 16:43:44 -0800,,,0,0
570245603118211072,1,0.6667,,0.0,3,,ArdensMommy,,0,"@JetBlue It drops 75 when i take off the other two people, and vice versa. back and forth.",,2015-02-24 07:35:21 -0800,MA,Quito,0,0
570296556852789250,1,1.0,,,1,,nydia376,,0,"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519",,2015-02-24 10:57:49 -0800,USA,,0,0
567995970232795136,1,1.0,,,3,,JetBlueNews,,0,@JetBlue Dumps Amex - Nassau News Live http://t.co/DZg99JFIiK,,2015-02-18 02:36:06 -0800,USA,Sydney,0,0
568985010742693888,1,0.6848,,,1,,JesseLitsch,,0,@united yea I saw that I'm moving to China and have 5-6 bags will pay whatever but wanted to make sure it was ok to bring that many,,2015-02-20 20:06:12 -0800,,,0,0
568115829616861184,1,0.6495,,0.0,3,,j_beatz247,,0,@JetBlue so I don't know confirmation number or the names of the flight attendants and supervisor,,2015-02-18 10:32:23 -0800,new orleans,,0,0
569301386262745089,1,1.0,,,2,,dcoadavon,,0,"@SouthwestAir Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon",,2015-02-21 17:03:22 -0800,San Diego,,0,0
569217285593788416,1,0.7047,,0.0,1,,AngelikaGiatras,,0,@united same flight number different flight. I'm heading to MPLS,,2015-02-21 11:29:11 -0800,"Chicago, IL",Eastern Time (US & Canada),0,0
569980963926765568,1,1.0,,,5,,KestrelEng,,0,@AmericanAir See photo of 787 model &amp; our PN 320008A wheel deflator specified in Chapter 32 of B787 AMM. http://t.co/oilnCfWEyg,,2015-02-23 14:03:46 -0800,"Dublin, Ireland ",,0,0
568498446216400896,1,0.6768,,,3,,alnosh,,0,@JetBlue short stop at JFK before IAD,,2015-02-19 11:52:46 -0800,D.C.,,0,0
568272841780682752,1,1.0,,,1,,SupaZ22,,0,@united flight...gotta make this connector,,2015-02-18 20:56:18 -0800,"Chicago, Illinois.",Eastern Time (US & Canada),0,0
570283309093113856,1,1.0,,,5,,pbpinftworth,,0,@americanair Yes to the iOS. I'm running iOS 8.1.3,,2015-02-24 10:05:10 -0800,"DFW, TX",Central Time (US & Canada),0,0
568364437599436800,1,1.0,,,0,,DOHA_Insight,,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE,,2015-02-19 03:00:16 -0800,"Doha, Qatar",Quito,0,0
569487598709817344,1,1.0,,,3,,BannMen,,0,@JetBlue we are on flight 751 and were returning to the gate can you provide any information?,,2015-02-22 05:23:18 -0800,,Quito,0,0
568039648964026368,1,1.0,,,4,,mpordes,,0,@USAirways tell reservations to rebook me from 5080 to 5129,,2015-02-18 05:29:40 -0800,,,0,0
569577005278064640,1,0.6529,,,3,,PumaSF,,0,@JetBlue of course I am!!✈️,,2015-02-22 11:18:34 -0800,San Francisco,Pacific Time (US & Canada),0,0
568945265899483136,1,1.0,,,0,,daisy1016,,0,@VirginAmerica Grand Budapest Hotel #OscarsCountdown,,2015-02-20 17:28:16 -0800,Florida,Eastern Time (US & Canada),0,0
568495924135235585,1,1.0,,,2,,pancho_joe,,0,"“@SouthwestAir: #IfThe80sNeverStopped, we'd still be rocking out to this chart-topping hit"". What?  The 80's are over?",,2015-02-19 11:42:45 -0800,"McKinney, Texas",,0,0
569763959240200193,1,1.0,,,5,,titoebc,,0,@AmericanAir Reebooked for tomorrow in AA 1389 LV-DFW at 810 am arriving 12.50pm; still open this flight?,,2015-02-22 23:41:28 -0800,,,0,0
570032300265578496,1,0.6944,,,2,,enigma2a,,0,@SouthwestAir Looks like brooding skies out of ONT this evening. http://t.co/X9BLwgWA68,,2015-02-23 17:27:45 -0800,"Vancouver, WA",Quito,0,0
567808748711051264,1,1.0,,,3,,CBarrows,,0,@JetBlue Call me when you do and we’ll have to hook up!,"[0.0, 0.0]",2015-02-17 14:12:09 -0800,"Wayne, NJ",Eastern Time (US & Canada),0,0
569235062862036992,1,1.0,,,1,,setfive,,0,"@united we have developers flying down tmrw morn. w/45 min layover, there is an earlier flight to have 1.5hr layover, can move them up?",,2015-02-21 12:39:49 -0800,"Central Sq. Cambridge, MA",Eastern Time (US & Canada),0,0
569607114462793730,1,0.6772,,,2,,SBaskinEvents,,1,@SouthwestAir check out our 1st grader's school science fair project. She loves flying on Southwest Airlines. http://t.co/BaYePZkMiz,,2015-02-22 13:18:13 -0800,"Hanover, Maryland",,0,0
568949828518084608,1,0.6701,,0.0,2,,terrifictoria,,0,@SouthwestAir -17mph winds and would do anything to be in Florida right now.. help a sister out!!,,2015-02-20 17:46:24 -0800,,Quito,0,0
568039715699609600,1,1.0,,,4,,mpordes,,0,@USAirways last name Pordes,,2015-02-18 05:29:56 -0800,,,0,0
567726912186118144,1,0.67,,0.0,3,,heyheyman,,0,@JetBlue Can't view seat selection/change seat for flight tomorrow. Can you look into this?,,2015-02-17 08:46:58 -0800,"Boston, MA",Eastern Time (US & Canada),0,0
568190857263915008,1,0.3592,,0.0,3,,Bink_V,,0,@JetBlue I'd go to Australia to enjoy the land down under! Always been on my bucket list! #FlyingItForward,,2015-02-18 15:30:31 -0800,"Washingon, DC",Eastern Time (US & Canada),0,0
570009035455344640,1,0.6764,,0.0,0,,grantbrowne,,0,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",,2015-02-23 15:55:18 -0800,Worldwide,Central Time (US & Canada),0,0
569512447717085185,1,1.0,,,3,,sylvie75015,,0,"@JetBlue I hear you and safety is #1! I think we can get to JFK though now so let's help the pilots, passengers &amp; crew get there safely!",,2015-02-22 07:02:03 -0800,"Larchmont, New York",Eastern Time (US & Canada),0,0
569888762982850560,1,0.6578,,0.0,4,,MustSeeItAll_,,0,"@USAirways I understand that, and when I'm attempting to change the information so they are identical, it tells me to call a #",,2015-02-23 07:57:23 -0800,NYC // LI ,,0,0
569968197224439809,1,0.6598,,0.0,3,,BKWIL,,0,@JetBlue two rows,,2015-02-23 13:13:02 -0800,"Brooklyn, NY",Eastern Time (US & Canada),0,0
568110568097374208,1,1.0,,,1,,TheClayFox,,0,@united please help! Left my iPad Air 2 on my flight from NYC to Paris yesterday and can’t get in touch with anyone locally. What to do?,"[0.0, 0.0]",2015-02-18 10:11:29 -0800,New York City (Silicon Alley),Eastern Time (US & Canada),0,0
