tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,isnegative,ispositive
569852084536750080,0,1.0,Lost Luggage,1.0,5,,Eleonora7,,0,"@AmericanAir  so far all I am getting is ""maybe your bag will come today. We don't know."" Website says ""status unknown""- can you help?",,2015-02-23 05:31:38 -0800,"New York, NY ",Eastern Time (US & Canada),1,0
569967974284713984,0,1.0,Customer Service Issue,0.6682,4,,josebenegas,,0,@USAirways Thanks but when I asked for a change with no cost for you the only desition was nade by computer. Now is Late Flight,,2015-02-23 13:12:09 -0800,,Buenos Aires,1,0
569740316577632256,0,1.0,Lost Luggage,1.0,1,,melonbee,,0,@united 24 hrs since flight landed and ZERO info on my missing bag? rough ETA would be hugely helpful + restore some confidence,,2015-02-22 22:07:31 -0800,,Eastern Time (US & Canada),1,0
569859036360908801,0,1.0,Customer Service Issue,1.0,5,,MackShultz,,0,"@AmericanAir @MallowFairy And how many times, exactly, should we call and leave our number for a call back? Because that hasn't worked.",,2015-02-23 05:59:16 -0800,Seattle,Hawaii,1,0
567805230550634496,0,1.0,Late Flight,0.6815,1,,kmensah,,0,"@united My flight UA1159 to Denver for #RMOUG15 has been re-cheduled 5 times.
If I am no show, you'll know why! Ridiculous.",,2015-02-17 13:58:10 -0800,San Francisco,Pacific Time (US & Canada),1,0
568166054624669696,0,1.0,Cancelled Flight,0.6677,1,,GeorgeMcflyOG,,0,@united thanks for not letting me switch flights Bc I had a checked bag then Cancelled Flighting my flight forcing me to take another 3 hrs Late Flightr!,,2015-02-18 13:51:58 -0800,NJ ,Eastern Time (US & Canada),1,0
570205323992174592,0,1.0,Customer Service Issue,0.6557,2,,pjeffs,,0,@SouthwestAir i have asked Lindsey to call me instead of DM like a schoolgirl but so far no call   Getting tired of typing little notes,,2015-02-24 04:55:17 -0800,,Mid-Atlantic,1,0
570198506222194692,0,1.0,Late Flight,1.0,3,,deniseimperial,,0,@JetBlue we were supposed to be Vieques by 3pm,,2015-02-24 04:28:12 -0800,,Pacific Time (US & Canada),1,0
569261737037455361,0,1.0,Cancelled Flight,0.6513,1,,scottychadwick,,0,@united friends been sitting in Houston since 7am flight Cancelled Flighted.Still don't have any answers. #BadCustomerService  #$10voucherwhatajoke,,2015-02-21 14:25:49 -0800,,Eastern Time (US & Canada),1,0
568775130505207809,0,1.0,Can't Tell,1.0,3,,NYYash,,0,"@JetBlue Inconvenience is an understatement. More like torture. Clearly going down the wrong path, JetBlue.",,2015-02-20 06:12:13 -0800,"New York City, NY",Atlantic Time (Canada),1,0
569646854402486272,0,1.0,Cancelled Flight,0.6217,5,,JamieStrong38,,0,@AmericanAir it wasn't ' disrupted' it was Cancelled Flightled. Airport agents were horrendous. Sharon was your saviour,,2015-02-22 15:56:08 -0800,,,1,0
568620841325301760,0,0.6455,Can't Tell,0.6455,1,,SupaZ22,,0,@united any solutions?,,2015-02-19 19:59:07 -0800,"Chicago, Illinois.",Eastern Time (US & Canada),1,0
569205327465476096,0,1.0,Flight Attendant Complaints,0.6421,2,,Tweeter_mom_,,0,"@SouthwestAir because according to the flight attendant my husband doesn't talk english, when the fact is that he understand and talks it",,2015-02-21 10:41:40 -0800,Florida,Eastern Time (US & Canada),1,0
570272309434564608,0,0.6875,Lost Luggage,0.3542,4,,RyanDrinks42,,2,.@USAirways I did but the more eyes I have looking for Pandu the better chance I have of bringing him home.,,2015-02-24 09:21:28 -0800,Just outside of Thunder Dome,Eastern Time (US & Canada),1,0
568457681855340544,0,1.0,Can't Tell,0.3667,2,,itshosey,,0,@SouthwestAir I pay for a service to be delivered. Whether or not it is your fault shouldn't there be some sort of compensation?,,2015-02-19 09:10:47 -0800,Los Angeles,Arizona,1,0
569746542275354625,0,0.6764,Flight Booking Problems,0.3722,5,,emrey35,,0,@AmericanAir do you have the phone number of a supervisor i can speak to regarding my travels today,,2015-02-22 22:32:15 -0800,College Station,,1,0
569552552297041920,0,1.0,Flight Attendant Complaints,1.0,3,,jbs2886,,0,@JetBlue thanks. Home to MSY. TSA precheck agents directing people after photo until scan beyond rude. One grabbed and pushed children.,,2015-02-22 09:41:24 -0800,"New Orleans, LA",Eastern Time (US & Canada),1,0
568542052205666305,0,0.6931,Damaged Luggage,0.6931,4,,JSardonic20,,0,@USAirways @AmericanAir you know...hockey sticks are expensive. Your baggage handlers shouldn't just be throwing them on the cart.,"[39.8744048, -75.24235009]",2015-02-19 14:46:02 -0800,,,1,0
569485322431696896,0,1.0,Customer Service Issue,0.6753,4,,benjosephson,,0,@USAirways been on hold 2+ hours trying to reschedule Cancelled Flightled DCA-BOS flight. Can anyone help?,,2015-02-22 05:14:16 -0800,,Central Time (US & Canada),1,0
570250617379168256,0,1.0,Customer Service Issue,0.6914,5,,blueswingpark,,0,@AmericanAir and it's not a inconvenience it is a disaster. It's A $500 phone bill from you that you refuse to pay,,2015-02-24 07:55:16 -0800,san francisco califorania,Pacific Time (US & Canada),1,0
568141110217805824,0,1.0,Flight Booking Problems,0.6526,1,,jenny0z,,0,@united I usually like flying with you guys but $200 fee to use my credit seems ridiculous #notcool #exhorbitantfees,,2015-02-18 12:12:50 -0800,new york city ,,1,0
569003837975089152,0,1.0,Customer Service Issue,1.0,3,,jmoalmawali,,0,@JetBlue you're customer service is terrible. #NeverAgain #flywhonotblue,,2015-02-20 21:21:01 -0800,Boston,,1,0
569663928701038592,0,1.0,Late Flight,1.0,5,,joeyquart,,0,@AmericanAir we need a miracle @slcairport please help flight 1228 get out of here by 640 #FingersCrossed #pleasegod #missmykids,,2015-02-22 17:03:59 -0800,Buda Texas,Central Time (US & Canada),1,0
569364374755930112,0,1.0,Late Flight,1.0,1,,Blondiemcl6,,0,@united how can u not have gate ready or gate agent for going on hour two,,2015-02-21 21:13:39 -0800,somerville nj,Central Time (US & Canada),1,0
570091270334509056,0,1.0,Lost Luggage,1.0,4,,StretfordGoose,,0,@USAirways Hi. I'm in LGA but my luggage is in CLT. Have been told to come back tomorrow to collect. Do you guys want to cover my taxi fare?,,2015-02-23 21:22:05 -0800,"Porkhampton, England",London,1,0
570275726483542016,0,0.6535,Can't Tell,0.3754,5,,StefanNiemczyk,,0,"@AmericanAir I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems.",,2015-02-24 09:35:03 -0800,,Arizona,1,0
569870657246404608,0,1.0,Flight Attendant Complaints,0.6869,4,,ashwatson3,,0,"@USAirways i have never been treated so poorly by an airline in my life, as a military family we do alot of flying..",,2015-02-23 06:45:27 -0800,,,1,0
569474081202032641,0,1.0,Cancelled Flight,1.0,3,,JohnFMacky,,0,@JetBlue that's where we all get on the same page. Cancelled Flighted it 45 mins ago. @delta @SouthwestAir help flights from @tfgreenairport to MCO?,,2015-02-22 04:29:35 -0800,,Eastern Time (US & Canada),1,0
569185842876571648,0,1.0,Flight Attendant Complaints,0.3564,1,,AnnieBodyCanada,,0,@united Total BS.have 1st class seats for connecting flight. Your crew Late Flight. We miss connection. Had next plane. Yet u don't honor it??,,2015-02-21 09:24:14 -0800,"Ontario, Canada",Eastern Time (US & Canada),1,0
570071350133579776,0,1.0,Can't Tell,0.6779999999999999,4,,elysebeme,,0,"@USAirways yes, but I had to pay more for another flight to get me out tomorrow since there weren't anymore for tonight...not fun :-/",,2015-02-23 20:02:55 -0800,,,1,0
569759131143262208,0,1.0,Customer Service Issue,1.0,4,,rossj987,,0,"@USAirways Please don't trivialize me.  This is a joke, not a slow day or slow experience",,2015-02-22 23:22:17 -0800,"Washington, D.C.",Eastern Time (US & Canada),1,0
569634350930636800,0,1.0,Cancelled Flight,1.0,1,,Spencerklein,,0,@united so the last seg of my flight from Denver (DEN) to hayden/steamboat (HDN) for 8am got Cancelled Flightled and I need help finding my luggage,,2015-02-22 15:06:27 -0800,,Eastern Time (US & Canada),1,0
570065109420101633,0,0.6957,Lost Luggage,0.6957,1,,michaelsalinger,,0,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",,2015-02-23 19:38:08 -0800,"mentor, Ohio",Eastern Time (US & Canada),1,0
568246093856641024,0,1.0,Bad Flight,0.3365,1,,Atrain_8,,3,"@united you can't claim ""weather"" with your hardworking crew pulling seats out of a plane! Do the right thing. But we both know you won't",,2015-02-18 19:10:00 -0800,,,1,0
569221156504530944,0,1.0,Can't Tell,0.6526,0,,shounshounette,,0,@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad,,2015-02-21 11:44:33 -0800,,,1,0
567796792847499265,0,0.6644,Customer Service Issue,0.6644,4,,DaintyKenyan,,0,@USAirways I don't know I've tried to call for confirmation but calls aren't going thru. Can you let me know?,,2015-02-17 13:24:39 -0800,"Research Triangle Park, N.C.",Quito,1,0
568170840174538752,0,1.0,Customer Service Issue,0.6752,1,,qlyss8,,0,"“@united: @qlyss8 We don't want our customers to be frustrated. Thank you for your patience. ^JT” A lovely sentiment, but not a $180 one.",,2015-02-18 14:10:59 -0800,"Texas, USA",Mountain Time (US & Canada),1,0
569421367243878400,0,1.0,Flight Booking Problems,1.0,4,,himmelb1,,0,"@USAirways Why is my ""first available"" flight for me now Tuesday but a flight today  that is ""booked ""#flt 755 available to buy online?",,2015-02-22 01:00:07 -0800,,,1,0
569602861467885568,0,1.0,Cancelled Flight,1.0,1,,GetxGnarly,,0,@united flight UA3774 after two delays. just Cancelled Flightled and no more flights to Norfolk that aren't booked. Renting a car.,,2015-02-22 13:01:19 -0800,,Atlantic Time (Canada),1,0
568405950958333952,0,1.0,Customer Service Issue,1.0,4,,princessjenine,,0,@usairways hey just letting you know you're the worst fucking service I've ever used thanks for nothing,,2015-02-19 05:45:13 -0800,wonderland,Atlantic Time (Canada),1,0
569371693602476032,0,1.0,Cancelled Flight,0.3444,4,,nm4agoodlife,,0,@USAirways I never made a reward reservation becuase no one ever answered the phone. The online one I made got Cancelled Flighted and I can't change,,2015-02-21 21:42:44 -0800,,Eastern Time (US & Canada),1,0
570217760430493698,0,0.7029,Flight Attendant Complaints,0.3619,3,,MaryCallaRowan,,0,"@JetBlue if you can get us on a flight to Vieques all will be good. Right now, not looking promising.",,2015-02-24 05:44:42 -0800,,,1,0
570277418642120704,0,0.6695,Can't Tell,0.3356,1,,logainne,,0,@united When will email address/username sign-on be available? It's been a while.,,2015-02-24 09:41:46 -0800,945XX to 111XX,Eastern Time (US & Canada),1,0
568806237804109825,0,1.0,Can't Tell,0.3575,1,,riad_otoum,,0,@united please send help ASAP to @KathrynSotelo on flight 5957 to Chicago seat 9c #Airlines http://t.co/9sKrLyrZ1O,,2015-02-20 08:15:49 -0800,"Louisville, KY",,1,0
567872392116191233,0,0.6504,Flight Booking Problems,0.3418,3,,mellamommy,,0,@JetBlue offered to pay for tix at the airport BC we were never told that our reservation didn't go through. Was told I could pay $2275 pp.,,2015-02-17 18:25:03 -0800,,,1,0
570257660123193345,0,1.0,Bad Flight,0.3614,5,,LibHig,,0,@AmericanAir Any reason why my 1463 flight to Chicago is boarding and I still don't have a seat assignment? Seriously?,,2015-02-24 08:23:15 -0800,,,1,0
569440689253158912,0,1.0,Lost Luggage,1.0,1,,MaxAbrahms,,1,Thanks @united for writing back. To assist you can return the bag you lost &amp; clean up the feces sprinkled in your bathroom. Too much to ask?,,2015-02-22 02:16:54 -0800,"Boston, MA",Atlantic Time (Canada),1,0
569698562734321665,0,0.6458,Late Flight,0.6458,3,,jabeblanchard,,0,@JetBlue 👍. I think I'll come take a nap at the terminal.  ;),"[40.85036847, -74.42575912]",2015-02-22 19:21:36 -0800,Right Coast,Eastern Time (US & Canada),1,0
569867607341436928,0,1.0,Customer Service Issue,1.0,5,,RMauldin,,0,@AmericanAir I've tried ten times now last night and this morning...how many times should I try? Have meetings to make tonight in ATX.,,2015-02-23 06:33:19 -0800,Texas,,1,0
569666838340210689,0,1.0,Lost Luggage,1.0,3,,TomNaro,,0,"@JetBlue hey JetBlue.  Still waiting to hear where you lost my 9'8"" surfboard between JFK and BQN airports.",,2015-02-22 17:15:32 -0800,,,1,0
570042700835082240,0,1.0,Bad Flight,0.662,5,,louprice13,,0,@AmericanAir #customerservice. Sitting on my fourth plane today with a mechanical problem. No excuses for this. Tough to be loyal.,,2015-02-23 18:09:05 -0800,Chicago,,1,0
569900620095856640,0,0.6146,Flight Booking Problems,0.3125,4,,cookyvonne,,0,@USAirways what's going on with your website &amp; mobile app??? Help!!!,,2015-02-23 08:44:30 -0800,,,1,0
568482412990218241,0,0.6667,Customer Service Issue,0.6667,4,,EmmaTyrer,,0,@USAirways My flight cost me just under $800 and this is what happens? I fly with @united and have no problems. I come the US 4-5 times...,,2015-02-19 10:49:03 -0800,"Liverpool, UK",London,1,0
570195492006707200,0,1.0,Customer Service Issue,1.0,5,,jhamby1,,0,"@AmericanAir Uwon't allow me2make changes online, force me2sit thru excess phone wait times&amp;still insist charging crazy fees. Thats service?",,2015-02-24 04:16:13 -0800,"Winston-Salem, NC",Eastern Time (US & Canada),1,0
568603024320434176,0,1.0,Late Flight,1.0,3,,cvsherman,,0,@JetBlue the departure time keeps getting Late Flightr.  I'll be lucky if I'm home by 3am,,2015-02-19 18:48:19 -0800,"Austin, TX",Central Time (US & Canada),1,0
568769786890424320,0,1.0,Flight Attendant Complaints,0.7021,1,,jefftang1975,,0,@united worst airline ever. Thanks for the slew of rude agents and staff making my delayed flights even worse.,,2015-02-20 05:50:59 -0800,,Pacific Time (US & Canada),1,0
569853646411661314,0,1.0,Late Flight,1.0,1,,crog,,0,".@united You may ""dislike delays"" but I paid you .We had an agreement that I paid you and you got me to my destination at a certain time.",,2015-02-23 05:37:51 -0800,,Mountain Time (US & Canada),1,0
569961203197325312,0,1.0,Lost Luggage,0.6875,1,,twohlix,,1,@united We've had a ton of problems with getting our bags and have been given the run around for a day. Whats up with that?,,2015-02-23 12:45:14 -0800,"Washington, DC",Eastern Time (US & Canada),1,0
569772867774230528,0,1.0,Customer Service Issue,0.6559,4,,rmb1213,,0,@USAirways three hour wait and counting waiting for reservations on the phone. Are you serious!?,,2015-02-23 00:16:52 -0800,"Blackwood, NJ",Central Time (US & Canada),1,0
570076827135246336,0,1.0,Can't Tell,0.3596,4,,KyleHanagami,,0,@USAirways is the worst. I have to pay $200 just to NOT take my first flight in a round trip! Otherwise they'll Cancelled Flight my whole flight.,,2015-02-23 20:24:41 -0800,"Los Angeles, CA",Pacific Time (US & Canada),1,0
569752206343348224,0,1.0,Customer Service Issue,1.0,5,,jameslardizzone,,0,@AmericanAir why arent callings going thru it doesnt have me wait or anything and automated stuff is messed up,,2015-02-22 22:54:46 -0800,,Eastern Time (US & Canada),1,0
569399153253429248,0,1.0,Late Flight,0.6601,4,,FollowMsMiMi,,0,"@USAirways this is ridiculous.  I have a 6:00 AM flight and two hours of rest, wasted!!!",,2015-02-21 23:31:51 -0800,,Quito,1,0
570289557205327873,0,1.0,longlines,0.6575,1,,CoachJoette,,0,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled,,2015-02-24 10:30:00 -0800,Tampa,,1,0
568282692845842432,0,1.0,Customer Service Issue,0.6679999999999999,1,,Hanagavadi,,1,"@united  very disappointed by the service starting from gate operator at BOS , who was  rude in stopping a carry-on bag...",,2015-02-18 21:35:26 -0800,,,1,0
567728890206904320,0,1.0,Flight Booking Problems,0.6611,4,,AlexRolek,,0,@USAirways been trying to talk with a dividend miles rep for 2 days now. I have been holding for over 2 hours each day. What are my options?,,2015-02-17 08:54:49 -0800,"San Diego, CA",,1,0
569836433931808768,0,1.0,Lost Luggage,0.3538,5,,JoshSeefried,,0,@AmericanAir spent hour+ trying to check after to use military ID for luggage then messed up boarding pass &amp; forced into line again.,,2015-02-23 04:29:27 -0800,,Central Time (US & Canada),1,0
570101817041747968,0,0.6438,Can't Tell,0.3318,1,,kbleggett,,0,@united plus what about food? And taxis?,,2015-02-23 22:03:59 -0800,"Ottawa, Canada",Eastern Time (US & Canada),1,0
568491142410571778,0,1.0,Customer Service Issue,1.0,2,,dahriowonder,,0,@SouthwestAir Yes. Please train your customer service agents with correct protocol.. I should not be receiving different 411 evrytime I call,,2015-02-19 11:23:45 -0800,West Coast,,1,0
567841954484068353,0,1.0,Flight Booking Problems,0.6444,1,,adamnoontime,,0,@united very disappointed in CC. Purchased ticket online w/ voucher and charge full amnt. Would not hold price after refund. Unacceptable,,2015-02-17 16:24:06 -0800,,,1,0
569685747080372224,0,1.0,Late Flight,0.6668,1,,eryder,,0,"@united, take a look at status of 683, sitting at ORD ... This ain't cool, yo.",,2015-02-22 18:30:41 -0800,"Lexington, Ky",Eastern Time (US & Canada),1,0
569972804822704128,0,1.0,Can't Tell,0.6407,4,,joshahamilton,,0,@USAirways honest question - how is a 1-way ticket from Charlotte (your hub) to LAX (2nd biggest city in USA) almost $600?????,,2015-02-23 13:31:20 -0800,Cali native now in Charlotte,Quito,1,0
569282249717194754,0,1.0,Cancelled Flight,1.0,0,,FiDiFamilies,,0,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,,2015-02-21 15:47:19 -0800,New York City ,Eastern Time (US & Canada),1,0
570099506135437312,0,1.0,Customer Service Issue,0.6453,5,,Dani_Haigh,,0,"@AmericanAir couldn't get anyone on the phone all day, the flight you rebooked had me missing a conference.We won't be on flt 1568 tomorrow.","[40.7786084, -73.94979947]",2015-02-23 21:54:48 -0800,"New York, NY",Quito,1,0
570010703391825920,0,1.0,Late Flight,0.3673,2,,cwolicki,,0,@SouthwestAir NOW you love me? After taking my money and only taking me halfway home. Sorry. Too Late Flight,,2015-02-23 16:01:56 -0800,Boston,Eastern Time (US & Canada),1,0
569127429702348800,0,1.0,Cancelled Flight,0.6333,2,,dizzleforizzle,,0,@SouthwestAir Cancelled Flightled my flight won't refund me and told me 2 call customer service n been holding for 30 minutes still waitin #BadService,,2015-02-21 05:32:07 -0800,"Omaha, NE ",,1,0
569666455114903552,0,0.3505,Can't Tell,0.3505,3,,shannonwoodward,,0,@JetBlue your gif game is strong.,,2015-02-22 17:14:01 -0800,"Los Angeles, CA",Arizona,1,0
568491900195500032,0,1.0,Can't Tell,1.0,2,,vizualpupil,,0,"@SouthwestAir thanks a lot for sending a ""special deal"" with @Budget. Getting screwed is the best when on vacation #sarcasm get new partners","[29.98473682, -90.25978334]",2015-02-19 11:26:45 -0800,"Chicago--Savannah--Atlanta, GA",Eastern Time (US & Canada),1,0
569002132621398016,0,1.0,Late Flight,0.6579,2,,Elexis_Mariash,,0,@SouthwestAir Been sitting outside our gate for 30 mins at LGA. Why no move to another gate? We'e baking on this plane!?! flight #3415,,2015-02-20 21:14:14 -0800,"Denver, CO",Mountain Time (US & Canada),1,0
569259645019275264,0,1.0,Can't Tell,0.6448,2,,duhhhLilah,,0,@SouthwestAir why are you literally the worst?,,2015-02-21 14:17:30 -0800,New Orleans,Central Time (US & Canada),1,0
569674597479677952,0,1.0,Bad Flight,1.0,5,,Aero0729,,0,@AmericanAir the food served on AA2402 was vile and gross.The entire cabin did not eat their meal. Survey the flight crew. Another gross out,,2015-02-22 17:46:22 -0800,,,1,0
568931637699829761,0,0.3511,Flight Attendant Complaints,0.3511,1,,robfarrisjr,,1,@united - #epicfail from a former gate agent in PIA!  He walked away and quit! Luckily a responsible PIA agent saved the day!,,2015-02-20 16:34:07 -0800,"Apex, NC",Eastern Time (US & Canada),1,0
567725170367148034,0,1.0,Lost Luggage,1.0,4,,juliadavis,,0,"Yes, I filed a report in Atlanta. My bags are in Charlotte, NC. 24 hours Late Flightr and still can't find my luggage ... @USAirways",,2015-02-17 08:40:03 -0800,"Atlanta, Georgia",Eastern Time (US & Canada),1,0
568030511530172416,0,0.6648,Late Flight,0.3541,4,,mpordes,,0,@USAirways stuck in cae need reFlight Booking Problems for next flight possibly dm for more info,,2015-02-18 04:53:22 -0800,,,1,0
569865540098871298,0,1.0,Late Flight,0.6947,1,,JackKelleher920,,0,@united We were supposed to board at 605. They just brought the plane from the hanger! WTF did they not know there was a flight?1153 Lax-EWR,,2015-02-23 06:25:07 -0800,New Jersey,Eastern Time (US & Canada),1,0
569924393976987649,0,1.0,Can't Tell,0.6528,2,,CravenMorhead,,0,@SouthwestAir a companion pass flyer to other airlines because it's being abused @ every airport...,,2015-02-23 10:18:58 -0800,,Mountain Time (US & Canada),1,0
569211244693098496,0,0.6197,Late Flight,0.6197,1,,RussPJohn,,0,"@united we are delayed in San Pedro, Belize. We are scheduled to fly out at 3pm from Belize City to Houston. Will you wait please?",,2015-02-21 11:05:10 -0800,NOLA Reb,Eastern Time (US & Canada),1,0
569879601784041472,0,1.0,Customer Service Issue,0.3511,4,,Isqrdisnegativ1,,0,@USAirways I called more than 25 times to redeem mile points and can't get through.  You advertise the miles but make them very hard to use!,,2015-02-23 07:20:59 -0800,,,1,0
569651504753332225,0,1.0,Late Flight,1.0,5,,lesleysiu,,0,@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... 😒,,2015-02-22 16:14:37 -0800,"washington, dc",Eastern Time (US & Canada),1,0
569607509167595520,0,1.0,Can't Tell,0.3703,5,,andrewjh,,0,"@AmericanAir The point of the pic: If your reps struggle with the merger this much, imagine how it is for the public! http://t.co/hQdB5IRuVg",,2015-02-22 13:19:47 -0800,Capitol Hill D.C. ,Eastern Time (US & Canada),1,0
569918484726964224,0,1.0,Lost Luggage,1.0,2,,karasellswyo,,0,"@SouthwestAir My bags are on the way to Chicago, without me! Help! I was confirmed for 2 flights and told there isn't room and I'm screwed.",,2015-02-23 09:55:29 -0800,,,1,0
569736870927556608,0,1.0,Lost Luggage,0.6416,5,,LeslieWolfson,,0,@AmericanAir  you have now lost my luggage for40 hours holding for4 hrs on phone #wtf is this how you treat your loyal passengers?#stranded,,2015-02-22 21:53:49 -0800,Miami Beach,Central Time (US & Canada),1,0
569944281512685570,0,0.6448,Customer Service Issue,0.6448,5,,AyDiosMio,,0,@AmericanAir FYI...call stilling getting dropped.  After an hour of continuous dialing. Attempted to Cancelled Flight online but not able to. HELP!!!,"[34.0213466, -118.45229268]",2015-02-23 11:38:00 -0800,,Pacific Time (US & Canada),1,0
568535677027028992,0,0.3404,Can't Tell,0.3404,1,,Jaytolchinsky,,0,@united Donna and Juan still the best in the United Club_ too bad UAL does not get it,,2015-02-19 14:20:42 -0800,,Central Time (US & Canada),1,0
569325844931448832,0,1.0,Late Flight,0.6509,4,,FalconjcJohn,,0,@USAirways Never mind that you could have told the gate I was on my way - you could delay 10 mins but not 15?,,2015-02-21 18:40:33 -0800,,,1,0
