airline_sentiment,airline,retweet_count,text,tweet_created,lemma
0,3,0,@JetBlue what's the hold up with flight 1553? boarding should've taken place 30 minutes ago.,2015-02-19 14:19:07 -0800,"['what', 'be', 'the', 'hold', 'up', 'with', 'flight', '1553', 'boarding', 'should', 'have', 'take', 'place', '30', 'minute', 'ago']"
0,4,0,"@nrhodes85 isn't it funny that @USAirways just apologizes, but doesn't actually take steps 2 go above &amp; beyond for customers? #NotImpressed",2015-02-20 08:24:24 -0800,"['be', 'not', '-PRON-', 'funny', 'that', 'just', 'apologize', 'but', 'do', 'not', 'actually', 'take', 'step', '2', 'go', 'above', 'amp', 'beyond', 'for', 'customer', 'notimpresse']"
0,1,0,@united Stuck on plane for over an hour due to mechanical faults. Any updates please? This happened on way to Newark and now again to LHR...,2015-02-17 19:24:18 -0800,"['stick', 'on', 'plane', 'for', 'over', 'an', 'hour', 'due', 'to', 'mechanical', 'fault', 'any', 'update', 'please', 'this', 'happen', 'on', 'way', 'to', 'Newark', 'and', 'now', 'again', 'to', 'LHR']"
0,5,0,@AmericanAir I would like a refund for this flight. They delayed the flight 5 times. I feel like you're making fun of us.,2015-02-22 13:22:30 -0800,"['-PRON-', 'would', 'like', 'a', 'refund', 'for', 'this', 'flight', '-PRON-', 'delay', 'the', 'flight', '5', 'time', '-PRON-', 'feel', 'like', '-PRON-', 'be', 'make', 'fun', 'of', '-PRON-']"
0,1,0,"@united is the worst. Worst reservation policies. Worst costumer service. Worst worst worst. Congrats, @Delta you're not that bad!",2015-02-23 07:31:10 -0800,"['be', 'the', 'bad', 'bad', 'reservation', 'policy', 'bad', 'costumer', 'service', 'worst', 'worst', 'worst', 'congrat', '-PRON-', 'be', 'not', 'that', 'bad']"
0,2,0,@SouthwestAir me again! I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed. Is this normal?,2015-02-22 19:22:55 -0800,"['-PRON-', 'again', '-PRON-', 'be', 'just', 'try', 'to', 'rebook', 'fare', 'on', 'wanna', 'get', 'away', 'pricing', 'and', '-PRON-', 'disappear', 'in', 'time', '-PRON-', 'refresh', 'be', 'this', 'normal']"
0,0,0,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",2015-02-19 19:10:57 -0800,"['-PRON-', 'luggage', 'be', 'go', '-PRON-', 'have', 'file', '-PRON-', 'paperwork', 'promise', 'a', 'call', 'email', 'still', 'no', 'resolution', 'or', 'response', 'from', 'central', 'luggage']"
0,1,0,@united you should tell that to the staff at LAX then. I boarded group 5 at the very end of the queue as a Gold member. Thanks for nothing.,2015-02-18 13:37:29 -0800,"['-PRON-', 'should', 'tell', 'that', 'to', 'the', 'staff', 'at', 'LAX', 'then', '-PRON-', 'board', 'group', '5', 'at', 'the', 'very', 'end', 'of', 'the', 'queue', 'as', 'a', 'gold', 'member', 'thank', 'for', 'nothing']"
0,5,0,@AmericanAir your 1800 kept hanging up on me and made me miss a second flight,2015-02-22 16:56:04 -0800,"['-PRON-', '1800', 'keep', 'hang', 'up', 'on', '-PRON-', 'and', 'make', '-PRON-', 'miss', 'a', 'second', 'flight']"
0,3,0,@JetBlue  I did.  They have no idea where it is.,2015-02-22 17:18:55 -0800,"['-PRON-', 'do', '-PRON-', 'have', 'no', 'idea', 'where', '-PRON-', 'be']"
0,1,0,@united is synonymous to with #rude. And #cheap. You really don't know how to value the customer,2015-02-22 14:04:55 -0800,"['be', 'synonymous', 'to', 'with', 'rude', 'and', 'cheap', '-PRON-', 'really', 'do', 'not', 'know', 'how', 'to', 'value', 'the', 'customer']"
0,5,0,"@AmericanAir  when do you anticipate decisions for Cancelled Flightlations at DFW tomorrow morning? Need to rearrange hotel reservations, etc. ASAP!",2015-02-23 07:33:49 -0800,"['when', 'do', '-PRON-', 'anticipate', 'decision', 'for', 'cancel', 'Flightlations', 'at', 'dfw', 'tomorrow', 'morning', 'need', 'to', 'rearrange', 'hotel', 'reservation', 'etc', 'ASAP']"
0,2,0,@SouthwestAir thx - i managed to figure it out by trying diff confirmation #s as i booked. just annoying it's not readily available!,2015-02-21 10:36:32 -0800,"['thx', 'i', 'manage', 'to', 'figure', '-PRON-', 'out', 'by', 'try', 'diff', 'confirmation', 's', 'as', 'i', 'book', 'just', 'annoy', '-PRON-', 'be', 'not', 'readily', 'available']"
0,1,0,@united I'm not as sure as you are. http://t.co/HSMpbSF4UF,2015-02-19 12:30:38 -0800,"['-PRON-', 'be', 'not', 'as', 'sure', 'as', '-PRON-', 'be']"
0,3,0,@JetBlue continuing you record of never having a flight leave on time. Add up how much time with with my family you have cost me. #jetblue,2015-02-21 12:40:53 -0800,"['continue', '-PRON-', 'record', 'of', 'never', 'have', 'a', 'flight', 'leave', 'on', 'time', 'add', 'up', 'how', 'much', 'time', 'with', 'with', '-PRON-', 'family', '-PRON-', 'have', 'cost', '-PRON-', 'jetblue']"
0,2,0,@SouthwestAir yep after two hours and thirty minutes,2015-02-21 16:11:14 -0800,"['yep', 'after', 'two', 'hour', 'and', 'thirty', 'minute']"
0,2,0,@SouthwestAir might be the worst airline ever,2015-02-19 14:35:04 -0800,"['may', 'be', 'the', 'bad', 'airline', 'ever']"
0,1,0,@united no wifi on flight ua688. SF to ORD. Really?  Wow,2015-02-20 07:56:07 -0800,"['no', 'wifi', 'on', 'flight', 'ua688', 'SF', 'to', 'ORD', 'really', 'wow']"
0,1,0,@united How can I file a claim when your agents won't let me speak to a supervisor? My claim number is expired because you WON'T find my bag,2015-02-20 17:40:25 -0800,"['how', 'can', '-PRON-', 'file', 'a', 'claim', 'when', '-PRON-', 'agent', 'will', 'not', 'let', '-PRON-', 'speak', 'to', 'a', 'supervisor', '-PRON-', 'claim', 'number', 'be', 'expire', 'because', '-PRON-', ""won't"", 'find', '-PRON-', 'bag']"
0,5,0,@AmericanAir @emeyerson @ggreenwald Don't wait on a bag. Go to Walmart and get what you need for tomorrow morning.,2015-02-23 01:38:41 -0800,"['do', 'not', 'wait', 'on', 'a', 'bag', 'go', 'to', 'Walmart', 'and', 'get', 'what', '-PRON-', 'need', 'for', 'tomorrow', 'morning']"
0,4,0,@USAirways @HirasmusBidragi will try.. Now stuck on tarmac waiting on gate. :( may miss 9:25 connection #883),2015-02-19 06:05:44 -0800,"['will', 'try', 'now', 'stick', 'on', 'tarmac', 'wait', 'on', 'gate', 'may', 'miss', '9:25', 'connection', '883']"
0,2,0,"@SouthwestAir she's still stranded in DC. Sat until 3:30am with 100 other kids. They were starving, and exhausted.",2015-02-17 12:05:20 -0800,"['-PRON-', 'be', 'still', 'strand', 'in', 'DC', 'sat', 'until', '3:30am', 'with', '100', 'other', 'kid', '-PRON-', 'be', 'starve', 'and', 'exhausted']"
0,1,1,@united its 2015. How can my flight from a major city already be Cancelled Flightled 24 hours before departure due to weather??  Backup planes??,2015-02-21 14:58:42 -0800,"['-PRON-', '2015', 'how', 'can', '-PRON-', 'flight', 'from', 'a', 'major', 'city', 'already', 'be', 'cancel', 'Flightled', '24', 'hour', 'before', 'departure', 'due', 'to', 'weather', 'backup', 'plane']"
0,1,0,@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.,2015-02-21 22:46:00 -0800,"['flight', 'cancel', 'Flightled', 'to', 'Denver', 'service', 'agent', 'offer', '-PRON-', 'a', 'non', 'jet', 'salt', 'lake', 'to', 'Denver', 'or', 'red', 'eye', 'out', 'of', 'Atlanta', 'then', 'hang', 'up', 'on', '-PRON-']"
0,4,0,@USAirways tell my professors that when I don't show up to class/write my midterm because I'm stuck with no flights home 😠,2015-02-21 22:48:34 -0800,"['tell', '-PRON-', 'professor', 'that', 'when', '-PRON-', 'do', 'not', 'show', 'up', 'to', 'class', 'write', '-PRON-', 'midterm', 'because', '-PRON-', 'be', 'stick', 'with', 'no', 'flight', 'home', '😠']"
0,4,0,"@USAirways booked an award ticket recently, now same ticket is less miles. how do I contact you without using the online form or phone?",2015-02-18 10:35:27 -0800,"['book', 'an', 'award', 'ticket', 'recently', 'now', 'same', 'ticket', 'be', 'less', 'mile', 'how', 'do', '-PRON-', 'contact', '-PRON-', 'without', 'use', 'the', 'online', 'form', 'or', 'phone']"
0,4,0,"@USAirways  - I had 20,748 miles in  my account and was informed I'd forfeit them bc of 33 months of inactivity - I",2015-02-23 20:52:15 -0800,"['-PRON-', 'have', '20,748', 'mile', 'in', '-PRON-', 'account', 'and', 'be', 'inform', '-PRON-', ""'d"", 'forfeit', '-PRON-', 'bc', 'of', '33', 'month', 'of', 'inactivity', 'i']"
0,0,0,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,2015-02-23 10:56:25 -0800,"['why', 'can', 'not', '-PRON-', 'supp', 'the', 'biz', 'traveler', 'like', 'and', 'have', 'customer', 'service', 'like', 'neverflyvirginforbusiness']"
0,2,0,@SouthwestAir one of my bags didn't make it to my destination. I have the claim ticket. Any way to help out with a status on the location?,2015-02-20 11:55:41 -0800,"['one', 'of', '-PRON-', 'bag', 'do', 'not', 'make', '-PRON-', 'to', '-PRON-', 'destination', '-PRON-', 'have', 'the', 'claim', 'ticket', 'any', 'way', 'to', 'help', 'out', 'with', 'a', 'status', 'on', 'the', 'location']"
0,4,1,@USAirways strikes again--Late Flight crew #3/4 for the trip and maintenance #2/4.  Worth the extra $200/trip for less hassle and fewer delays,2015-02-23 15:32:41 -0800,"['strike', 'again', 'late', 'Flight', 'crew', '3/4', 'for', 'the', 'trip', 'and', 'maintenance', '2/4', 'worth', 'the', 'extra', '$', '200', 'trip', 'for', 'less', 'hassle', 'and', 'few', 'delay']"
0,3,0,@JetBlue hey you guys remembered lol! But now my BOS flights delayed... And turn the heat down in T5 it feels hotter than PR.,2015-02-18 07:57:46 -0800,"['hey', '-PRON-', 'guy', 'remember', 'lol', 'but', 'now', '-PRON-', 'BOS', 'flight', 'delay', 'and', 'turn', 'the', 'heat', 'down', 'in', 'T5', '-PRON-', 'feel', 'hot', 'than', 'PR']"
0,1,0,@united Never had a flight delayed an hour due to an unbalanced load. And more delays at @flyLAXairport. Great job idiots.,2015-02-22 15:51:05 -0800,"['never', 'have', 'a', 'flight', 'delay', 'an', 'hour', 'due', 'to', 'an', 'unbalanced', 'load', 'and', 'more', 'delay', 'at', 'great', 'job', 'idiot']"
0,1,1,@united @abigailedge Another glitch??,2015-02-20 06:09:00 -0800,"['another', 'glitch']"
0,4,0,"@USAirways wow.. Flight Cancelled Flightled, slept on the floor at the airport and now flight delayed",2015-02-22 04:21:26 -0800,"['wow', 'flight', 'cancel', 'Flightled', 'sleep', 'on', 'the', 'floor', 'at', 'the', 'airport', 'and', 'now', 'flight', 'delay']"
0,5,0,"@AmericanAir @united You're both equally terrible, and I'm going to fight until I get complete satisfaction for how we were mistreated",2015-02-23 08:25:51 -0800,"['-PRON-', 'be', 'both', 'equally', 'terrible', 'and', '-PRON-', 'be', 'go', 'to', 'fight', 'until', '-PRON-', 'get', 'complete', 'satisfaction', 'for', 'how', '-PRON-', 'be', 'mistreat']"
0,3,0,"@JetBlue well, your new baggage fees, fare structures and reduced legroom has turned you into every other hated carrier in the US. Congrats",2015-02-17 17:24:25 -0800,"['well', '-PRON-', 'new', 'baggage', 'fee', 'fare', 'structure', 'and', 'reduce', 'legroom', 'have', 'turn', '-PRON-', 'into', 'every', 'other', 'hate', 'carrier', 'in', 'the', 'US', 'congrat']"
0,1,0,@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth,2015-02-23 20:36:01 -0800,"['-PRON-', 'be', 'still', 'wait', 'to', 'find', 'out', '-PRON-', 'rep', 'be', 'work', 'hard', 'most', 'upset', 'about', 'have', 'to', 'wait', 'to', 'tomorrow', 'pm', 'to', 'get', 'to', 'mammoth']"
0,4,0,@USAirways just hit 4hrs.  what is typical wait time right now? should i drive 2h30m to the airport service desk?,2015-02-21 21:18:33 -0800,"['just', 'hit', '4hrs', 'what', 'be', 'typical', 'wait', 'time', 'right', 'now', 'should', 'i', 'drive', '2h30', 'm', 'to', 'the', 'airport', 'service', 'desk']"
0,2,0,@SouthwestAir you're giving everyone tix for #DestinationDragons except for me and it's during my birthday!!!!,2015-02-19 07:07:12 -0800,"['-PRON-', 'be', 'give', 'everyone', 'tix', 'for', 'DestinationDragons', 'except', 'for', '-PRON-', 'and', '-PRON-', 'be', 'during', '-PRON-', 'birthday']"
0,5,0,"@AmericanAir why do you continually play the ""according to federal regulations"" every 58 seconds. I could see if you had quicker service...",2015-02-23 18:02:54 -0800,"['why', 'do', '-PRON-', 'continually', 'play', 'the', 'accord', 'to', 'federal', 'regulation', 'every', '58', 'second', '-PRON-', 'could', 'see', 'if', '-PRON-', 'have', 'quick', 'service']"
0,5,0,"@AmericanAir LAX-OGG-LAX using hard earned miles and was given lousy service, faulty seats on both legs and damaged bag. Your customer care",2015-02-24 03:12:55 -0800,"['LAX', 'OGG', 'LAX', 'use', 'hard', 'earn', 'mile', 'and', 'be', 'give', 'lousy', 'service', 'faulty', 'seat', 'on', 'both', 'leg', 'and', 'damaged', 'bag', '-PRON-', 'customer', 'care']"
0,5,0,@AmericanAir finally about to take off! Thanks for the customer service by the g8 reps @ c17 @ CTL. Any idea what caused the system failure?,2015-02-22 17:03:04 -0800,"['finally', 'about', 'to', 'take', 'off', 'thank', 'for', 'the', 'customer', 'service', 'by', 'the', 'g8', 'reps', 'c17', 'ctl', 'any', 'idea', 'what', 'cause', 'the', 'system', 'failure']"
0,1,1,@united that's why I blame your company. Because it had every opportunity to do a job and managed to fail each time for just lazy reasons,2015-02-22 22:40:47 -0800,"['that', 'be', 'why', '-PRON-', 'blame', '-PRON-', 'company', 'because', '-PRON-', 'have', 'every', 'opportunity', 'to', 'do', 'a', 'job', 'and', 'manage', 'to', 'fail', 'each', 'time', 'for', 'just', 'lazy', 'reason']"
0,1,0,@united i need it there before she lands so she can have the EWR baggage claim file to have it sent but the employee has not droppeditoffyet,2015-02-23 14:36:51 -0800,"['i', 'need', '-PRON-', 'there', 'before', '-PRON-', 'land', 'so', '-PRON-', 'can', 'have', 'the', 'EWR', 'baggage', 'claim', 'file', 'to', 'have', '-PRON-', 'send', 'but', 'the', 'employee', 'have', 'not', 'droppeditoffyet']"
0,2,0,@SouthwestAir we are having a real issue trying to get thru to you.  On hold for 2 hours &amp; got disconnected!  Please help!,2015-02-21 21:18:58 -0800,"['-PRON-', 'be', 'have', 'a', 'real', 'issue', 'try', 'to', 'get', 'thru', 'to', '-PRON-', 'on', 'hold', 'for', '2', 'hour', 'amp', 'get', 'disconnect', 'please', 'help']"
0,1,1,"@united worst AIRLINE 
BEWARE THEY DO NOT MAINTAIN THERE PLAIN 
BEEN ON THE RUNWAY THE PAST 4 HOURS!!!/",2015-02-20 15:02:04 -0800,"['bad', 'AIRLINE', 'beware', 'THEY', 'do', 'not', 'maintain', 'there', 'plain', 'be', 'on', 'the', 'RUNWAY', 'the', 'past', '4', 'hours!!!/']"
0,1,0,@united if you lost my belongings then BE HONEST!,2015-02-22 06:39:05 -0800,"['if', '-PRON-', 'lose', '-PRON-', 'belonging', 'then', 'be', 'HONEST']"
0,5,0,@AmericanAir after all that weve been through today as a courtesy to not allow a passenger with an oxgen tank sit up there is bad business,2015-02-22 18:54:15 -0800,"['after', 'all', 'that', '-PRON-', 'have', 'be', 'through', 'today', 'as', 'a', 'courtesy', 'to', 'not', 'allow', 'a', 'passenger', 'with', 'an', 'oxgen', 'tank', 'sit', 'up', 'there', 'be', 'bad', 'business']"
0,4,0,"@USAirways overloads small plane with extra baggage and then. Has to take them off... Poor execution #4435, 75 minute delay...",2015-02-22 09:54:50 -0800,"['overload', 'small', 'plane', 'with', 'extra', 'baggage', 'and', 'then', 'have', 'to', 'take', '-PRON-', 'off', 'poor', 'execution', '4435', '75', 'minute', 'delay']"
0,1,0,@united quality work going on here. http://t.co/9xbO5daKaK,2015-02-21 15:42:56 -0800,"['quality', 'work', 'go', 'on', 'here']"
0,1,0,@united rebooked.  This one is Late Flight too.,2015-02-18 11:02:18 -0800,"['rebooke', 'this', 'one', 'be', 'Late', 'Flight', 'too']"
0,2,0,@SouthwestAir The problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that.,2015-02-23 14:17:34 -0800,"['the', 'problem', 'be', 'apology', 'do', 'not', 'help', 'result', 'matter', 'and', '-PRON-', 'be', 'prove', 'impossible', 'to', 'find', 'anyone', 'who', 'be', 'interested', 'in', 'that']"
0,5,0,@americanair Help!  I need to speak to a live agent before I lose my online reservation being held.,2015-02-22 13:06:33 -0800,"['help', '-PRON-', 'need', 'to', 'speak', 'to', 'a', 'live', 'agent', 'before', '-PRON-', 'lose', '-PRON-', 'online', 'reservation', 'be', 'hold']"
0,3,0,@JetBlue at what point in delays can I take a different flight to my destination?,2015-02-22 13:05:58 -0800,"['at', 'what', 'point', 'in', 'delay', 'can', '-PRON-', 'take', 'a', 'different', 'flight', 'to', '-PRON-', 'destination']"
0,5,0,@AmericanAir I spent $600 on my flight. Could have gone on @united for $382 but their mileage program sucks.,2015-02-22 17:47:14 -0800,"['-PRON-', 'spend', '$', '600', 'on', '-PRON-', 'flight', 'Could', 'have', 'go', 'on', 'for', '$', '382', 'but', '-PRON-', 'mileage', 'program', 'suck']"
0,1,0,"@united ... frozen lines on flight, not continuing due to 'passenger comfort'? Not ok, sat on the plane as long as a flight to Vegas would !",2015-02-22 12:43:49 -0800,"['frozen', 'line', 'on', 'flight', 'not', 'continue', 'due', 'to', 'passenger', 'comfort', 'not', 'ok', 'sit', 'on', 'the', 'plane', 'as', 'long', 'as', 'a', 'flight', 'to', 'Vegas', 'would']"
0,1,0,@united I hope so but I've received no help so far. I've been on hold for more than an hour. Can someone speak to me?,2015-02-20 19:04:03 -0800,"['-PRON-', 'hope', 'so', 'but', '-PRON-', 'have', 'receive', 'no', 'help', 'so', 'far', '-PRON-', 'have', 'be', 'on', 'hold', 'for', 'more', 'than', 'an', 'hour', 'Can', 'someone', 'speak', 'to', '-PRON-']"
0,1,0,"@united Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks",2015-02-22 06:27:05 -0800,"['hey', 'thank', 'again', 'for', 'help', '-PRON-', 'miss', '-PRON-', 'buddy', '30th', 'bday', '-PRON-', 'guy', 'be', 'really', 'a', 'trashy', 'company', 'shouldhaveflowndelta', 'unitedsuck']"
0,5,0,@AmericanAir better do the right thing and take care of @Cowboycerrone or els you're losing business!!!!,2015-02-22 19:40:17 -0800,"['well', 'do', 'the', 'right', 'thing', 'and', 'take', 'care', 'of', 'or', 'el', '-PRON-', 'be', 'lose', 'business']"
0,3,0,@JetBlue - worst view for an athlete; watching your team from the front seat of the chase van #nogearnotraining,2015-02-20 13:08:06 -0800,"['bad', 'view', 'for', 'an', 'athlete', 'watch', '-PRON-', 'team', 'from', 'the', 'front', 'seat', 'of', 'the', 'chase', 'van', 'nogearnotraining']"
0,1,0,@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,2015-02-23 11:56:23 -0800,"['when', 'an', 'airline', 'cause', 'the', 'miss', 'connection', 'u', 'would', 'think', '-PRON-', 'would', 'take', 'whatever', 'step', 'to', 'remedy', 'that', 'screw', 'up']"
0,3,0,@JetBlue she hung up before I can get name. She took no accountability for keeping me on hold +20min. Next rep was not able to track name,2015-02-19 06:54:06 -0800,"['-PRON-', 'hang', 'up', 'before', '-PRON-', 'can', 'get', 'name', '-PRON-', 'take', 'no', 'accountability', 'for', 'keep', '-PRON-', 'on', 'hold', '+20min', 'next', 'rep', 'be', 'not', 'able', 'to', 'track', 'name']"
0,1,3,"@united you're missin the point! There was no ""weather"". You're lying! Seats was broken. But u claim ""weather"" to get out of hotels. Classy",2015-02-18 19:04:19 -0800,"['-PRON-', 'be', 'missin', 'the', 'point', 'there', 'be', 'no', 'weather', '-PRON-', 'be', 'lie', 'seat', 'be', 'break', 'but', 'u', 'claim', 'weather', 'to', 'get', 'out', 'of', 'hotel', 'classy']"
0,2,0,@SouthwestAir looks like my 1 yr anni trip has been replaced w someone's itinerary. Worried abt who can c my flight http://t.co/BApE6RuMNE,2015-02-18 10:55:33 -0800,"['look', 'like', '-PRON-', '1', 'yr', 'anni', 'trip', 'have', 'be', 'replace', 'w', 'someone', ""'s"", 'itinerary', 'worried', 'abt', 'who', 'can', 'c', '-PRON-', 'flight']"
0,2,0,@SouthwestAir we were rebooked on the 5:05 out of MDW.  Some drink coupons could help!,2015-02-21 13:42:31 -0800,"['-PRON-', 'be', 'rebooke', 'on', 'the', '5:05', 'out', 'of', 'MDW', 'some', 'drink', 'coupon', 'could', 'help']"
0,4,0,@USAirways I have been on hold for 4 hours my flight is tomorrow do you really expect me to not sleep all night to stay on hold?!?,2015-02-22 00:03:18 -0800,"['-PRON-', 'have', 'be', 'on', 'hold', 'for', '4', 'hour', '-PRON-', 'flight', 'be', 'tomorrow', 'do', '-PRON-', 'really', 'expect', '-PRON-', 'to', 'not', 'sleep', 'all', 'night', 'to', 'stay', 'on', 'hold']"
0,1,0,@united the costumer services here at Denver Intl Airport is ridiculous bad!,2015-02-22 14:06:16 -0800,"['the', 'costumer', 'service', 'here', 'at', 'Denver', 'Intl', 'Airport', 'be', 'ridiculous', 'bad']"
0,1,0,"@united is unfriendly screw family, that hates kids and moms. now waiting on  UA871... pray its better FYVRFN ..due to agent error and tickt",2015-02-23 09:22:58 -0800,"['be', 'unfriendly', 'screw', 'family', 'that', 'hate', 'kid', 'and', 'mom', 'now', 'wait', 'on', 'UA871', 'pray', '-PRON-', 'well', 'FYVRFN', 'due', 'to', 'agent', 'error', 'and', 'tickt']"
0,1,0,@united they let us board again but will we fly this time? Who knows! #shouldhaveflowndelta,2015-02-22 06:55:37 -0800,"['-PRON-', 'let', '-PRON-', 'board', 'again', 'but', 'will', '-PRON-', 'fly', 'this', 'time', 'who', 'know', 'shouldhaveflowndelta']"
0,2,0,@SouthwestAir @TaylorLumsden Taylor.  U gotta love SWA responsiveness at the@very least huh?,2015-02-23 16:11:29 -0800,"['Taylor', 'u', 'get', 'to', 'love', 'SWA', 'responsiveness', 'at', 'the@very', 'least', 'huh']"
0,1,0,@united you think you boarded flight AU1066 too early? I think so.,2015-02-24 11:31:01 -0800,"['-PRON-', 'think', '-PRON-', 'board', 'flight', 'AU1066', 'too', 'early', '-PRON-', 'think', 'so']"
0,5,0,"@AmericanAir we are waiting flight 919 !
We are at JFK for about 24h !! #NewYork #919 #viracopos #AmericanAirlines http://t.co/3FheS0lPMU",2015-02-22 14:37:03 -0800,"['-PRON-', 'be', 'wait', 'flight', '919', '-PRON-', 'be', 'at', 'JFK', 'for', 'about', '24h', 'NewYork', '919', 'viracopos', 'AmericanAirlines']"
0,4,0,@USAirways strikes again. @emilylyonss  I strongly suggest you live tweet your ordeal. Their media team appreciates the updates 😎,2015-02-17 14:57:24 -0800,"['strike', 'again', '-PRON-', 'strongly', 'suggest', '-PRON-', 'live', 'tweet', '-PRON-', 'ordeal', '-PRON-', 'medium', 'team', 'appreciate', 'the', 'update', '😎']"
